95,155.8121236
96,143.7254085
97,136.4728644
98,130.090421
99,122.396477
100,118.3322832
101,115.276196
102,110.3505556
103,105.6544441
104,101.1802617
105,96.92053373
106,92.86791056
107,89.01516751
108,85.35520497
109,81.88104831
110,78.58584795
111,75.46287931
112,72.50554283
113,69.70736399
114,67.06199326
115,64.56320615
116,62.20490319
117,59.98110991
118,57.88597687
119,55.91377966
120,54.05891887
121,52.31592012
122,50.67943405
123,49.14423632
124,47.7052276
125,46.35743358
126,45.09600499
127,43.91621754
128,42.813472
129,41.78329414
130,40.82133475
131,39.92336963
132,39.38780507
133,38.56302048
134,38.16796706
135,37.69763729
136,36.76001097
137,36.02621189
138,35.55355902
139,34.30041098
140,33.64859015
141,33.56966193
142,32.44533539
143,32.39727409
144,31.41496333
145,31.17666764
146,31.54298252
147,30.71509277
148,30.04526526
149,29.93372881
150,29.39821392
151,29.90197211
152,29.19318309
153,29.04269893
154,28.5494855
155,28.85452823
156,27.89479914
157,28.23572763
158,28.21151282
159,27.62118864
160,27.19631939
161,26.80801338
162,26.49449334
163,27.18539543
164,26.74189598
165,25.81841816
166,25.53979078
167,25.5352548
168,24.94744581
169,24.92462545
170,24.49188919
171,24.02308519
172,23.39469312
173,22.59346867
174,22.44422364
175,22.11506244
176,21.18211275
177,21.04927332
178,20.28263592
179,20.77198462
180,19.95776528
181,18.98343833
182,19.37337535
183,19.18775279
184,18.75102975
185,18.15556467
186,18.35822401
187,18.9945336
188,18.18294231
189,18.06708776
190,18.12698554
479,112.3082073
480,105.3142127
481,101.8235529
482,97.99754513
483,93.8328859
484,89.50425959
485,85.41384665
486,82.41097055
487,80.12033385
488,76.11522937
489,72.95637075
490,69.92109797
491,67.00642843
492,64.20937954
493,61.5269687
494,58.95621333
495,56.49413084
496,54.13773863
497,51.88405411
498,49.73009469
499,47.67287777
500,45.70942078
501,43.83674111
502,42.05185617
503,40.35178338
504,38.73354014
505,37.19414385
506,35.73061194
507,34.3399618
508,33.01921085
509,31.76537649
510,30.57547613
511,29.44652718
512,28.37554705
513,27.35955315
514,26.39556289
515,25.48059367
516,24.6116629
517,23.785788
518,22.99998636
519,22.25127541
520,21.53667254
521,20.85319516
522,20.19786069
523,19.56768654
524,18.9596901
525,20.09983991
526,19.5236462
527,17.74082827
528,16.43118971
529,16.07398701
530,15.09176809
531,14.1552213
532,13.65350478
533,13.17255866
534,12.66922688
535,12.12573768
536,11.32445857
537,11.60977161
538,11.47181359
539,10.9262574
540,10.3067777
541,10.28217817
542,178.4872079
543,171.2711189
544,163.9063996
545,154.334763
546,146.0166194
547,140.796484
548,136.6562893
549,128.624734
550,122.6279615
551,116.8840635
552,111.3837892
553,106.1181064
554,101.0782024
555,96.25548306
556,91.64157335
557,87.22831722
558,83.0077776
559,78.97223638
560,75.11419443
561,71.42637161
562,67.90170674
563,64.53335762
564,61.31470102
565,58.23933269
566,55.30106737
